x1,y1,data_set_number,data_set
0.60581135,1,333,Testing
0.93761,1,117,Rand_Training_2
0.70677787,1,417,Testing
0.38731,0,19,LHS_Training_1
0.16508298,0,608,Testing
0.59328,1,53,selectiveSobolSampling_Train_XX
0.32716653,0,882,Testing
0.87668,1,3,selectiveSobolSampling_Train_XX
0.74636231,1,529,Testing
0.132389,0,3,LHS_Vald_5
0.56824269,1,1661,Testing
0.45868427,0,366,Testing
0.47292588,0,1214,Testing
0.042262031,0,1700,Testing
0.31930363,0,306,Testing
0.96010374,1,1659,Testing
0.46655519,0,302,Testing
0.68489764,1,1897,Testing
0.1794803,0,150,selectiveSobolSampling_Vald_XX
0.57788,1,120,Rand_Training_3
0.53907,1,84,LHS_Training_4
0.088559,0,4,Rand_Training_0
0.367853,0,16,Rand_Vald_0
0.2491590303,0,400030,selectiveSobolSampling_Vald_XX
0.45986988,0,622,Testing
0.381124,0,35,LHS_Vald_4
0.43580316,0,38,Testing
0.030023,0,144,LHS_Training_5
0.064525,0,59,LHS_Training_2
0.811044,1,47,LHS_Vald_2
0.7570397905,1,400015,selectiveSobolSampling_Vald_XX
0.60053844,1,13,Testing
0.61165524,1,1837,Testing
0.56678653,1,1149,Testing
0.74784,1,98,LHS_Training_2
0.26677833,0,1642,Testing
0.15796,0,62,Rand_Training_0
0.72167158,1,113,Testing
0.27826705,0,1450,Testing
0.853695,1,28,Rand_Vald_3
0.049833,0,33,Rand_Training_5
0.27477894,0,1578,Testing
0.56279288,1,1533,Testing
0.30281011,0,410,Testing
0.25223373,0,1994,Testing
0.77135,1,6,Rand_Training_1
0.70299397,1,705,Testing
0.89506,1,8,Rand_Training_4
0.6488393,1,113,selectiveSobolSampling_Vald_XX
0.979211,1,22,LHS_Vald_2
0.22813007,0,1320,Testing
0.240527,0,29,Rand_Vald_5
0.33343,0,23,Rand_Vald_3
0.022877115,0,180,Testing
0.33475,0,37,LHS_Training_2
0.94663,1,1,Rand_Training_0
0.60597,1,33,LHS_Training_5
0.9168,1,6,Rand_Training_4
0.0862277,0,268,Testing
0.41951,0,47,Rand_Training_4
0.37828739,0,54,Testing
0.668958,1,2,Rand_Vald_0
0.33143823,0,18,Testing
0.056985,0,30,Rand_Training_5
0.19846,0,36,LHS_Training_5
0.90049,1,130,Rand_Training_5
0.25045,0,105,Rand_Training_2
0.740888,1,40,LHS_Vald_0
0.88973,1,100,LHS_Training_4
0.72904993,1,49,Testing
0.49068,0,78,Rand_Training_0
0.86601728,1,247,Testing
0.67157294,1,1225,Testing
0.33262,0,19,LHS_Training_5
0.51929,1,51,LHS_Training_3
0.2562519,0,1610,Testing
0.70169,1,14,Rand_Training_2
0.195389,0,37,LHS_Vald_1
0.28816,0,93,Rand_Training_5
0.68916,1,60,Rand_Training_4
0.9976,1,52,Rand_Training_2
0.28817835,0,1338,Testing
0.65817,1,45,Rand_Training_5
0.9678786,1,107,selectiveSobolSampling_Vald_XX
0.67893,1,30,LHS_Training_2
0.45583833,0,1006,Testing
0.35002,0,27,Rand_Training_2
0.13543295,0,48,Testing
0.72689681,1,305,Testing
0.560362,1,20,Rand_Vald_5
0.23686511,0,1224,Testing
0.79084246,1,1007,Testing
0.34987,0,43,Rand_Training_5
0.175418,0,8,LHS_Vald_4
0.39775086,0,790,Testing
0.7972,1,11,LHS_Training_3
0.6077169,1,165,regularSobol_Vald_1
0.034235,0,1,Rand_Training_4
0.58932,1,181,regularSobol_Training_3
0.74857,1,73,selectiveSobolSampling_Train_XX
0.026563652,0,372,Testing
0.450152,0,18,Rand_Vald_4
0.64557,1,49,selectiveSobolSampling_Train_XX
0.21177146,0,1272,Testing
0.29020158,0,506,Testing
0.60134415,1,1549,Testing
0.25370517,0,1482,Testing
0.46225078,0,1198,Testing
0.582752,1,12,Rand_Vald_2
0.154598,0,27,LHS_Vald_0
0.30024,0,8,Rand_Training_2
0.0993117,0,34,LHS_Vald_0
0.0317851,0,63,LHS_Vald_4
0.044625849,0,1572,Testing
0.04291233,0,676,Testing
0.41860271,0,902,Testing
0.369149,0,11,LHS_Vald_4
0.37077,0,45,LHS_Training_4
0.37736,0,6,LHS_Training_1
0.99914193,1,843,Testing
0.060301,0,90,selectiveSobolSampling_Train_XX
0.4855710168,0,400016,selectiveSobolSampling_Vald_XX
0.86651603,1,759,Testing
0.71062,1,92,Rand_Training_4
0.5455632,1,109,selectiveSobolSampling_Vald_XX
0.441184,0,27,Rand_Vald_2
0.775401,1,23,Rand_Vald_0
0.19969491,0,984,Testing
0.353464,0,7,LHS_Vald_1
0.80072781,1,1039,Testing
0.62841,1,50,LHS_Training_0
0.82574662,1,1127,Testing
0.940832,1,60,Rand_Vald_3
0.66832801,1,969,Testing
0.97864,1,123,regularSobol_Vald_0
0.1097,0,5,LHS_Training_0
0.80385,1,4,Rand_Training_5
0.29331,0,56,Rand_Training_0
0.75694325,1,1631,Testing
0.79422944,1,1647,Testing
0.15419912,0,16,Testing
0.030383735,0,244,Testing
0.19541,0,121,Rand_Training_5
0.5048323,1,773,Testing
0.0700902,0,25,Rand_Vald_0
0.25647,0,92,regularSobol_Training_0
0.8407,1,103,regularSobol_Vald_0
0.17716871,0,320,Testing
0.55745,1,113,LHS_Training_4
0.47062304,0,1854,Testing
0.3218,0,37,LHS_Training_3
0.730435,1,22,LHS_Vald_1
0.89060732,1,995,Testing
0.18205396,0,1024,Testing
0.96761456,1,1083,Testing
0.724057,1,14,LHS_Vald_1
0.26633,0,27,LHS_Training_0
0.96319094,1,443,Testing
0.20081,0,105,LHS_Training_1
0.0499354,0,62,LHS_Vald_5
0.38002,0,102,LHS_Training_4
0.375552,0,19,Rand_Vald_0
0.075386,0,127,LHS_Training_4
0.4554,0,16,Rand_Training_2
0.11509653,0,1980,Testing
0.075096,0,92,Rand_Training_1
0.25061,0,5,Rand_Vald_1
0.28389583,0,1722,Testing
0.65641,1,33,regularSobol_Training_0
0.22219526,0,104,Testing
0.27760888,0,426,Testing
0.56072138,1,1429,Testing
0.30173,0,78,LHS_Training_3
0.063682573,0,1516,Testing
0.058647341,0,1668,Testing
0.62309017,1,1773,Testing
0.741211,1,53,Rand_Vald_4
0.982831,1,47,LHS_Vald_0
0.048029,0,16,LHS_Vald_2
0.051046,0,106,Rand_Training_2
0.80422,1,36,Rand_Training_1
0.73994947,1,81,Testing
0.0001436711,0,148,Testing
0.64267615,1,217,Testing
0.8937259,1,1155,Testing
0.13623,0,70,selectiveSobolSampling_Train_XX
0.87454801,1,1719,Testing
0.60279812,1,1741,Testing
0.002233793,0,1428,Testing
0.302372,0,47,Rand_Vald_0
0.86864224,1,1591,Testing
0.55967,1,52,LHS_Vald_1
0.781498,1,42,LHS_Vald_4
0.63562547,1,1593,Testing
0.18119,0,39,Rand_Training_1
0.332092,0,4,Rand_Vald_5
0.8280003,1,135,selectiveSobolSampling_Vald_XX
0.36199136,0,1890,Testing
0.58340569,1,221,Testing
0.18717,0,37,LHS_Training_0
0.187592,0,16,LHS_Vald_5
0.0551944,0,47,Rand_Vald_4
0.86082,1,49,Rand_Training_5
0.40199686,0,1750,Testing
0.76458394,1,1055,Testing
0.56001585,1,1685,Testing
0.79027,1,78,LHS_Training_1
0.311866,0,1,LHS_Vald_5
0.50847,1,32925,selectiveSobolSampling_Train_XX
0.6338486,1,313,Testing
0.68270346,1,1001,Testing
0.35384,0,386,Testing
0.71223,1,105,Rand_Training_4
0.299357,0,9,LHS_Vald_4
0.22622798,0,488,Testing
0.31134,0,10,Rand_Training_2
0.87862,1,5,Rand_Training_3
0.437907,0,60,LHS_Vald_4
0.30265,0,62,Rand_Training_3
0.48067997,0,1278,Testing
0.714479,1,49,Rand_Vald_2
0.87969523,1,400003,selectiveSobolSampling_Vald_XX
0.78753,1,23,Rand_Training_3
0.62148815,1,1005,Testing
0.15719876,0,32,Testing
0.37037,0,3,Rand_Training_3
0.43472,0,8,selectiveSobolSampling_Train_XX
0.80656516,1,335,Testing
0.1973624538,0,400014,selectiveSobolSampling_Vald_XX
0.73824315,1,1233,Testing
0.54779,1,205,regularSobol_Training_4
0.92017,1,40,LHS_Training_3
0.590117,1,41,Rand_Vald_0
0.46289518,0,1966,Testing
0.47407486,0,702,Testing
0.4499942,0,1422,Testing
0.5740501,1,701,Testing
0.49889,0,93136,selectiveSobolSampling_Train_XX
0.87002,1,151,regularSobol_Training_1
0.28970475,0,1018,Testing
0.30628871,0,1882,Testing
0.72338372,1,1265,Testing
0.96384121,1,1467,Testing
0.58848,1,47,Rand_Training_5
0.029080784,0,500,Testing
0.4445,0,80,LHS_Training_1
0.60791963,1,77,Testing
0.77031113,1,1023,Testing
0.1580123,0,1568,Testing
0.616263,1,14,Rand_Vald_3
0.78503,1,26,LHS_Training_0
0.21915382,0,1896,Testing
0.87045,1,92,LHS_Training_3
0.12047946,0,1916,Testing
0.065773903,0,236,Testing
0.9899,1,37,Rand_Training_5
0.478236,0,24,Rand_Vald_0
0.861905,1,16,LHS_Vald_3
0.74864896,1,785,Testing
0.61336737,1,941,Testing
0.40157,0,128,Rand_Training_4
0.71010381,1,1057,Testing
0.34584416,0,450,Testing
0.45270614,0,1678,Testing
0.22273,0,190,regularSobol_Training_3
0.66596798,1,73,Testing
0.65343617,1,537,Testing
0.41242,0,35,Rand_Vald_5
0.5165,1,125,Rand_Training_3
0.65396821,1,1561,Testing
0.341933,0,36,LHS_Vald_2
0.08525083,0,972,Testing
0.20597,0,89,LHS_Training_2
0.59904,1,39,LHS_Vald_2
0.99406369,1,971,Testing
0.022399418,0,692,Testing
0.028750706,0,1524,Testing
0.69117,1,61,Rand_Training_0
0.600296,1,67,LHS_Vald_5
0.20550867,0,1464,Testing
0.9927861782,1,400027,selectiveSobolSampling_Vald_XX
0.31633637,0,1714,Testing
0.37125002,0,1954,Testing
0.016283218,0,1588,Testing
0.18927,0,107,LHS_Training_5
0.794353,1,64,Rand_Vald_4
0.92821252,1,1651,Testing
0.6384,1,139,Rand_Training_4
0.14084627,0,976,Testing
0.48470847,0,1950,Testing
0.99671,1,53,Rand_Training_5
0.77636269,1,1855,Testing
0.0060025,0,79,LHS_Training_4
0.8533739,1,119,selectiveSobolSampling_Vald_XX
0.59424,1,59,LHS_Training_5
0.89814761,1,259,Testing
0.181385,0,10,Rand_Vald_5
0.0797719,0,53,LHS_Vald_5
0.232242,0,32,Rand_Vald_3
0.19778454,0,856,Testing
0.8627,1,87,regularSobol_Training_0
0.71150622,1,737,Testing
0.064383,0,66,selectiveSobolSampling_Train_XX
0.3625519,0,132,selectiveSobolSampling_Vald_XX
0.75040528,1,1247,Testing
0.914065,1,16,Rand_Vald_3
0.210627,0,28,LHS_Vald_5
0.35734,0,22,Rand_Training_0
0.19211834,0,1944,Testing
0.14343911,0,720,Testing
0.768798,1,73,LHS_Vald_5
0.2075349,0,1336,Testing
0.98456,1,91,LHS_Training_1
0.581874,1,55,Rand_Vald_3
0.12648932,0,880,Testing
0.11691248,0,700,Testing
0.72269146,1,241,Testing
0.10481,0,42,LHS_Training_2
0.674886,1,193,regularSobol_Vald_3
0.1711762,0,1760,Testing
0.0687027,0,32,LHS_Vald_0
0.931753,1,15,LHS_Vald_2
0.25340558,0,458,Testing
0.92289465,1,1267,Testing
0.58386143,1,1245,Testing
0.38006,0,7,Rand_Training_3
0.95531954,1,507,Testing
0.55411151,1,981,Testing
0.7708081,1,511,Testing
0.26954,0,109,LHS_Training_5
0.70692,1,16,Rand_Training_5
0.44618295,0,1038,Testing
0.52157543,1,165,Testing
0.59611292,1,1421,Testing
0.91714545,1,787,Testing
0.81457854,1,679,Testing
0.681559,1,58,LHS_Vald_4
0.12401,0,125,LHS_Training_5
0.49477,0,94032,selectiveSobolSampling_Train_XX
0.99058415,1,1291,Testing
0.096061,0,124,LHS_Training_5
0.61907,1,97,Rand_Training_5
0.7609967,1,1951,Testing
0.43417592,0,294,Testing
0.4231,0,33,Rand_Training_2
0.78114684,1,191,Testing
0.60817,1,89,Rand_Training_4
0.60507337,1,1997,Testing
0.8213211,1,487,Testing
0.49696,0,79,Rand_Training_4
0.83292613,1,135,Testing
0.64027,1,17,selectiveSobolSampling_Train_XX
0.317421,0,24,LHS_Vald_3
0.20885,0,46,regularSobol_Training_0
0.16486,0,4,Rand_Training_3
0.84408,1,183,regularSobol_Training_3
0.39325,0,56,regularSobol_Training_0
0.665124,1,69,Rand_Vald_5
0.80511071,1,847,Testing
0.77985,1,50,LHS_Vald_5
0.22357649,0,744,Testing
0.085933,0,87,LHS_Training_4
0.48907296,0,542,Testing
0.46358766,0,942,Testing
0.78042,1,20,LHS_Training_3
0.11955155,0,380,Testing
0.21358736,0,504,Testing
0.6267467,1,1401,Testing
0.939177,1,46,LHS_Vald_3
0.71809583,1,1121,Testing
0.35934698,0,514,Testing
0.35082576,0,1602,Testing
0.24760115,0,1544,Testing
0.69916844,1,833,Testing
0.11419133,0,444,Testing
0.37855,0,61,LHS_Training_5
0.085531,0,59,Rand_Training_2
0.759888,1,53,LHS_Vald_4
0.22570717,0,1512,Testing
0.67584779,1,297,Testing
0.88909,1,40,LHS_Training_0
0.33095666,0,530,Testing
0.20123637,0,1752,Testing
0.50417055,1,1797,Testing
0.19656,0,99,LHS_Training_0
0.0102813,0,12,LHS_Vald_0
0.573145,1,1213,Testing
0.30861,0,47,Rand_Training_1
0.03439063,0,1764,Testing
0.785669,1,49,LHS_Vald_1
0.49993,0,50640,selectiveSobolSampling_Train_XX
0.16436,0,89,Rand_Training_2
0.21135365,0,248,Testing
0.86086,1,88,Rand_Training_5
0.55088,1,77,regularSobol_Training_0
0.13708,0,98,Rand_Training_0
0.75537,1,100,Rand_Training_1
0.59345,1,51,Rand_Training_4
0.169056,0,50,Rand_Vald_1
0.68674452,1,617,Testing
0.23047,0,86,Rand_Training_4
0.37271955,0,1442,Testing
0.81915,1,93,Rand_Training_3
0.93543379,1,307,Testing
0.7407493101,1,400009,selectiveSobolSampling_Vald_XX
0.17609,0,56,Rand_Training_4
0.26065,0,56,Rand_Training_5
0.76400993,1,31,Testing
0.97689723,1,875,Testing
0.60273,1,15,LHS_Training_0
0.43726316,0,550,Testing
0.28184,0,172,regularSobol_Training_2
0.19337,0,73,Rand_Training_0
0.96979905,1,1323,Testing
0.966993,1,4,Rand_Vald_0
0.53498,1,45,regularSobol_Training_0
0.4293827,0,614,Testing
0.0641971,0,70,LHS_Vald_5
0.556774,1,5,Rand_Vald_0
0.553424,1,2,LHS_Vald_4
0.87971438,1,163,Testing
0.82683,1,84,Rand_Training_2
0.58417216,1,989,Testing
0.38292,0,24,regularSobol_Training_0
0.905,1,98,Rand_Training_3
0.97835341,1,363,Testing
0.422841,0,59,LHS_Vald_3
0.45971,0,128,regularSobol_Vald_0
0.20902,0,70,Rand_Training_3
0.17187252,0,736,Testing
0.65786,1,51,Rand_Training_3
0.55243949,1,725,Testing
0.41199707,0,1478,Testing
0.36998054,0,1826,Testing
0.100601,0,6,Rand_Vald_2
0.44828347,0,782,Testing
0.57178,1,33,LHS_Training_2
0.68222,1,1,regularSobol_Training_0
0.52324,1,35,LHS_Training_4
0.49586,0,97,Rand_Training_3
0.90143,1,60,LHS_Training_5
0.31293,0,92,LHS_Training_0
0.415504,0,20,Rand_Vald_2
0.1332602,0,304,Testing
0.60291,1,74,Rand_Training_2
0.21929,0,32,Rand_Training_4
0.93674434,1,51,Testing
0.090656085,0,1164,Testing
0.0807491,0,25,Rand_Vald_2
0.22438222,0,1256,Testing
0.16908614,0,992,Testing
0.25104133,0,1226,Testing
0.65952209,1,265,Testing
0.8626731,1,887,Testing
0.46697368,0,1582,Testing
0.28345,0,65,Rand_Training_0
0.4050263,0,342,Testing
0.9881,1,133,Rand_Training_4
0.11621259,0,1724,Testing
0.32983101,0,274,Testing
0.11128503,0,1596,Testing
0.22974155,0,1064,Testing
0.44089941,0,846,Testing
0.34250194,0,978,Testing
0.80781,1,56,LHS_Training_2
0.66449458,1,585,Testing
0.83001972,1,1799,Testing
0.501715,1,49,LHS_Vald_4
0.14195,0,61,LHS_Vald_5
0.36069,0,1,Rand_Training_1
0.60711,1,36,Rand_Training_3
0.67470425,1,425,Testing
0.27428199,0,1066,Testing
0.55731,1,66,LHS_Training_3
0.73174104,1,1713,Testing
0.47784,0,50,Rand_Training_0
0.87471,1,58,LHS_Training_1
0.014435,0,97,LHS_Training_3
0.08143841,0,588,Testing
0.70962413,1,1569,Testing
0.61407,1,56,LHS_Training_4
0.32007897,0,1842,Testing
0.869534,1,37,LHS_Vald_0
0.20081,0,117,Rand_Training_5
0.89976,1,32,Rand_Training_3
0.9978208,1,587,Testing
0.88017,1,131,regularSobol_Vald_0
0.191548,0,5,LHS_Vald_4
0.33689701,0,1874,Testing
0.14355,0,44,Rand_Training_3
0.16199713,0,1952,Testing
0.07182,0,142,Rand_Training_5
0.3123,0,94,LHS_Training_5
0.71979946,1,1905,Testing
0.69651,1,29,LHS_Training_2
0.0269809,0,30,Rand_Vald_2
0.24291,0,54,Rand_Training_4
0.38325979,0,886,Testing
0.322998,0,16,LHS_Vald_0
0.49488,0,63,LHS_Training_1
0.81223,1,106,LHS_Training_1
0.68833,1,1,Testing
0.853319,1,3,Rand_Vald_4
0.17541284,0,448,Testing
0.12713,0,58,LHS_Training_4
0.033210811,0,228,Testing
0.44778472,0,270,Testing
0.26145448,0,1418,Testing
0.79957846,1,527,Testing
0.59703879,1,909,Testing
0.34778,0,104,Rand_Training_4
0.28770065,0,1850,Testing
0.71716995,1,609,Testing
0.17766,0,24,LHS_Training_0
0.94607,1,61,Rand_Training_3
0.48726,0,38,LHS_Training_3
0.84346,1,117,Rand_Training_3
0.77259274,1,1279,Testing
0.29539,0,107,LHS_Training_1
0.63303692,1,1849,Testing
0.16295,0,7,Rand_Training_0
0.49614,0,90,LHS_Training_3
0.68833,1,1,Testing
0.81023,1,51,Rand_Training_1
0.794232,1,18,Rand_Vald_3
0.36824,0,37,Rand_Training_2
0.026066873,0,884,Testing
0.17377983,0,1216,Testing
0.91869,1,64,LHS_Training_5
0.59141,1,29,Rand_Training_2
0.310824,0,10,Rand_Vald_0
0.14695,0,72,Rand_Training_2
0.1078096,0,114,selectiveSobolSampling_Vald_XX
0.5177,1,189,regularSobol_Training_3
0.93144683,1,179,Testing
0.25512533,0,1354,Testing
0.93270305,1,435,Testing
0.82534428,1,103,Testing
0.99879,1,77,LHS_Training_0
0.50028,1,99933,selectiveSobolSampling_Train_XX
0.12242,0,146,regularSobol_Vald_0
0.40833703,0,838,Testing
0.45116437,0,910,Testing
0.216275,0,1912,Testing
0.019493001,0,1332,Testing
0.71268,1,42,LHS_Training_1
0.33770288,0,338,Testing
0.18086695,0,256,Testing
0.27785,0,32,LHS_Training_5
0.98352,1,131,Rand_Training_5
0.071615,0,50,Rand_Vald_3
0.89184897,1,387,Testing
0.128363258,0,400006,selectiveSobolSampling_Vald_XX
0.63731,1,54,LHS_Vald_3
0.024779235,0,1140,Testing
0.21225108,0,1784,Testing
0.95545,1,43,selectiveSobolSampling_Train_XX
0.05243257942,0,400026,selectiveSobolSampling_Vald_XX
0.2396,0,49,LHS_Training_4
0.10934728,0,92,Testing
0.59780978,1,269,Testing
0.3218,0,4,LHS_Training_4
0.2266547,0,1832,Testing
0.00029999,0,81,Rand_Training_1
0.22936,0,12,Rand_Vald_0
0.10118,0,91,LHS_Training_3
0.29935924,0,1050,Testing
0.012994766,0,1876,Testing
0.53618,1,64,LHS_Training_3
0.45338,0,72,LHS_Training_4
0.64852,1,70,Rand_Training_0
0.3082692474,0,400012,selectiveSobolSampling_Vald_XX
0.72779,1,41,selectiveSobolSampling_Train_XX
0.97499508,1,1963,Testing
0.23067955,0,1704,Testing
0.425033,0,17,LHS_Vald_1
0.93237,1,34,Rand_Training_3
0.040201278,0,932,Testing
0.39202,0,6,LHS_Training_4
0.25567,0,29,LHS_Training_5
0.71930639,1,1393,Testing
0.85134457,1,1111,Testing
0.42635,0,42,Rand_Training_3
0.86681,1,215,regularSobol_Training_5
0.95949,1,82,Rand_Training_2
0.64992808,1,1945,Testing
0.12780427,0,112,Testing
0.85581141,1,791,Testing
0.69166056,1,1409,Testing
0.51779449,1,293,Testing
0.6704316,1,713,Testing
0.578658,1,23,Rand_Vald_4
0.551991,1,51,LHS_Vald_2
0.25647,0,92,selectiveSobolSampling_Train_XX
0.47665487,0,1406,Testing
0.5601482,1,141,selectiveSobolSampling_Vald_XX
0.5202,1,86,Rand_Training_5
0.352079,0,46,Rand_Vald_2
0.443773,0,56,Rand_Vald_2
0.1609797,0,416,Testing
0.90694859,1,1107,Testing
0.597471,1,1,Rand_Vald_5
0.43549,0,129,Rand_Training_5
0.51692,1,33725,selectiveSobolSampling_Train_XX
0.426331,0,9,Rand_Vald_0
0.18763082,0,536,Testing
0.41479,0,44,LHS_Training_1
0.26467,0,34,Rand_Training_2
0.94951,1,16,LHS_Training_3
0.93162,1,83,regularSobol_Training_0
0.80411193,1,399,Testing
0.3534627,0,164,regularSobol_Vald_1
0.24138,0,94,regularSobol_Training_0
0.658548,1,3,Rand_Vald_2
0.842759,1,13,LHS_Vald_5
0.79769,1,16,LHS_Training_5
0.575454,1,19,LHS_Vald_0
0.11835786,0,636,Testing
0.49510635,0,1758,Testing
0.975772,1,2,Rand_Vald_1
0.334,0,146,Rand_Training_5
0.68833,1,1,Testing
0.0051252728,0,1812,Testing
0.21959809,0,872,Testing
0.33801347,0,1618,Testing
0.35701223,0,1794,Testing
0.63353,1,92,Rand_Training_3
0.996621,1,24,LHS_Vald_4
0.66139,1,71,LHS_Training_5
0.99416032,1,1227,Testing
0.93441422,1,1843,Testing
0.4060905,0,120,selectiveSobolSampling_Vald_XX
0.622248,1,46,Rand_Vald_0
0.35083,0,5,LHS_Training_5
0.724863,1,42,LHS_Vald_3
0.92157288,1,1683,Testing
0.79878,1,27,LHS_Training_2
0.66482087,1,1609,Testing
0.35273,0,71,LHS_Training_4
0.89669334,1,771,Testing
0.65887,1,30,LHS_Training_0
0.10749,0,40,LHS_Training_4
0.45531,0,83,LHS_Training_5
0.78792369,1,303,Testing
0.86219152,1,375,Testing
0.43523341,0,1830,Testing
0.10418,0,80,Rand_Training_5
0.576898,1,62,Rand_Vald_5
0.87596,1,102,Rand_Training_5
0.954125,1,34,Rand_Vald_4
0.1679,0,51,Rand_Training_2
0.71335,1,63,Rand_Training_3
0.22423,0,98,Rand_Training_2
0.97244531,1,1067,Testing
0.075594315,0,1068,Testing
0.35118,0,31,Rand_Training_1
0.50473,1,14,LHS_Training_5
0.84204419,1,455,Testing
0.924536,1,18,LHS_Vald_3
0.53407,1,6,LHS_Training_0
0.346575,0,56,LHS_Vald_5
0.0066583645,0,20,Testing
0.63457,1,48,LHS_Training_1
0.67501,1,97,Rand_Training_4
0.178021446,0,400022,selectiveSobolSampling_Vald_XX
0.9116,1,119,Rand_Training_5
0.07215407163,0,400002,selectiveSobolSampling_Vald_XX
0.36943,0,109,Rand_Training_4
0.4005426,0,1238,Testing
0.21157,0,110,regularSobol_Vald_0
0.23055,0,119,LHS_Training_4
0.012499709,0,1364,Testing
0.81243,1,15,LHS_Training_2
0.0219947,0,54,LHS_Vald_2
0.828505,1,20,LHS_Vald_2
0.52741,1,13309,selectiveSobolSampling_Train_XX
0.94611,1,11,regularSobol_Training_0
0.224608,0,25,LHS_Vald_0
0.3799995,0,1206,Testing
0.31722,0,114,Rand_Training_2
0.561553,1,28,Rand_Vald_5
0.65694901,1,1545,Testing
0.4206926,0,1670,Testing
0.62305,1,101,Rand_Training_3
0.76022327,1,415,Testing
0.31724,0,73,LHS_Training_5
0.86147,1,22,Rand_Training_5
0.57039,1,43,LHS_Training_1
0.5982655,1,1293,Testing
0.5056919,1,221,regularSobol_Vald_5
0.52844,1,93,Rand_Training_4
0.47570747,0,1982,Testing
0.34208,0,94,Rand_Training_4
0.38916627,0,1014,Testing
0.86047,1,74,LHS_Training_3
0.79699328,1,783,Testing
0.19040669,0,792,Testing
0.67711,1,83,Rand_Training_0
0.932639,1,33,LHS_Vald_1
0.35942,0,40,LHS_Training_1
0.61557,1,105,LHS_Training_3
0.55604,1,13,regularSobol_Training_0
0.094724045,0,668,Testing
0.583255,1,63,Rand_Vald_5
0.77381,1,40,LHS_Training_5
0.78635996,1,1583,Testing
0.81509,1,199,regularSobol_Training_4
0.85507307,1,1431,Testing
0.47079,0,30,LHS_Training_5
0.86606,1,129,LHS_Training_5
0.57132139,1,957,Testing
0.53521288,1,629,Testing
0.178875,0,9,LHS_Vald_1
0.3263624,0,1394,Testing
0.33846947,0,594,Testing
0.19996,0,97,LHS_Training_4
0.46268,0,36,LHS_Training_3
0.378713,0,35,LHS_Vald_0
0.86715871,1,1783,Testing
0.43893,0,32,selectiveSobolSampling_Train_XX
0.590579,1,13,Rand_Vald_1
0.63481,1,86,LHS_Training_0
0.29093,0,4,LHS_Vald_5
0.28540534,0,1594,Testing
0.94522,1,62,LHS_Training_2
0.80810566,1,1103,Testing
0.89198,1,114,Rand_Training_5
0.29891,0,139,LHS_Training_4
0.5469937,1,341,Testing
0.46491,0,81,Rand_Training_5
0.91531,1,16,LHS_Training_4
0.40426,0,27,LHS_Training_3
0.397677,0,12,LHS_Vald_5
0.93883,1,203,regularSobol_Training_4
0.4299976404,0,400008,selectiveSobolSampling_Vald_XX
0.460505,0,70,Rand_Vald_5
0.19372977,0,1688,Testing
0.97204,1,111,Rand_Training_3
0.64633238,1,1625,Testing
0.78762,1,96,Rand_Training_3
0.24560527,0,1672,Testing
0.42753,0,59,Rand_Training_3
0.75263045,1,1503,Testing
0.649522,1,19,LHS_Vald_1
0.66008867,1,1289,Testing
0.56757,1,21,selectiveSobolSampling_Train_XX
0.079830714,0,844,Testing
0.21963,0,62,selectiveSobolSampling_Train_XX
0.53497048,1,1269,Testing
0.17824284,0,1600,Testing
0.94194,1,17,Rand_Training_2
0.69086,1,44,LHS_Training_4
0.3914,0,17,LHS_Training_2
0.64996,1,130,LHS_Training_5
0.54357,1,75,LHS_Training_2
0.038178048,0,1892,Testing
0.0362395,0,74,Rand_Vald_5
0.33781,0,34,LHS_Training_5
0.90141,1,35,regularSobol_Training_0
0.81394037,1,423,Testing
0.97018,1,94,LHS_Training_3
0.961215,1,7,Rand_Vald_1
0.29581855,0,1914,Testing
0.26364867,0,266,Testing
0.67651,1,65,Rand_Training_1
0.537611,1,46,LHS_Vald_5
0.878831,1,56,LHS_Vald_3
0.76456,1,56,LHS_Training_5
0.14311,0,122,LHS_Training_3
0.673339,1,11,Rand_Vald_1
0.63945792,1,1977,Testing
0.46843192,0,1070,Testing
0.027273,0,85,Rand_Training_4
0.25014385,0,714,Testing
0.64921,1,11,LHS_Training_4
0.853126,1,7,LHS_Vald_3
0.21697338,0,1144,Testing
0.16803606,0,1504,Testing
0.94444184,1,1243,Testing
0.52209604,1,1189,Testing
0.98125981,1,1771,Testing
0.5810327,1,117,selectiveSobolSampling_Vald_XX
0.73593989,1,465,Testing
0.472558,0,3,Rand_Vald_1
0.34114898,0,1234,Testing
0.13766,0,137,LHS_Training_5
0.13113403,0,1520,Testing
0.40453,0,116,Rand_Training_4
0.32865321,0,1810,Testing
0.44247,0,29,Rand_Training_5
0.46302,0,46,LHS_Training_4
0.47007954,0,830,Testing
0.13199,0,2,LHS_Training_4
0.516767,1,54,Rand_Vald_5
0.079134671,0,1868,Testing
0.24274085,0,392,Testing
0.19831,0,127,Rand_Training_3
0.078361067,0,332,Testing
0.70666,1,63,LHS_Training_3
0.66353858,1,137,Testing
0.99750979,1,1611,Testing
0.823959,1,12,LHS_Vald_1
0.0589029,0,14,LHS_Vald_3
0.59712,1,24,LHS_Training_1
0.34758,0,38,Rand_Training_3
0.485781,0,25,LHS_Vald_5
0.77884218,1,1471,Testing
